,0.0,None
size,3.009356065783356e-05,None
calendar,3.020976706344536e-05,None
reconciliation,3.0309915348409087e-05,None
asylum,3.0418681082377375e-05,None
chairs,3.0511785991707354e-05,None
provides,3.0921610212096304e-05,None
scrutiny,3.095414263799201e-05,None
antonio,3.0962746055499245e-05,None
threatening,3.098491600334573e-05,None
motives,3.1099139143140255e-05,None
contested,3.115938766495667e-05,None
optimistic,3.118710290787936e-05,None
sheikh,3.121603550046242e-05,None
thornton,3.124578434225127e-05,None
far,3.124585044436048e-05,None
disclosed,3.131117678589551e-05,None
locals,3.132100763901665e-05,None
disagree,3.143270017105979e-05,None
1600,3.1478011501953706e-05,None
nepal,3.1493133270811675e-05,None
porters,3.182954968348981e-05,None
britainbased,3.182954968348981e-05,None
taiwans,3.182954968348981e-05,None
35000,3.182954968348981e-05,None
cruises,3.182954968348981e-05,None
sg,3.182954968348981e-05,None
pompeos,3.182954968348981e-05,None
expanding,3.1997772859275674e-05,None
pool,3.202020077125838e-05,None
assuming,3.218837422558983e-05,None
final,3.2280935994033415e-05,None
based,3.232943081575305e-05,None
offended,3.241728847685733e-05,None
victimized,3.257728970987492e-05,None
salacious,3.257728970987492e-05,None
erupt,3.257728970987492e-05,None
youths,3.257999656865556e-05,None
morrisey,3.2654001132120096e-05,None
ambassador,3.274721971645843e-05,None
revealing,3.281649381548712e-05,None
inspections,3.2870881210744466e-05,None
sniper,3.309175266842966e-05,None
montreal,3.3125636774422334e-05,None
trigger,3.313674641288111e-05,None
till,3.3379165069170606e-05,None
institutions,3.3407754405998683e-05,None
watson,3.3423810336754066e-05,None
mindset,3.346817258030436e-05,None
slated,3.3898969170076e-05,None
jointly,3.3898969170076e-05,None
spots,3.390064779979815e-05,None
stated,3.4114249297375094e-05,None
finally,3.4371950587314355e-05,None
recommended,3.442964403527516e-05,None
body,3.450837683157666e-05,None
photographer,3.453615682611948e-05,None
investigation,3.455395616090211e-05,None
ease,3.4664253804958074e-05,None
toyota,3.475998081300637e-05,None
3500,3.475998081300637e-05,None
att,3.475998081300637e-05,None
remind,3.492632694477124e-05,None
keen,3.499917543395101e-05,None
enhance,3.51234753129942e-05,None
12yearold,3.515308641712058e-05,None
gazas,3.515308641712058e-05,None
seouls,3.515308641712058e-05,None
lok,3.515308641712058e-05,None
londonbased,3.515308641712058e-05,None
zardari,3.515308641712058e-05,None
1998,3.541825272503091e-05,None
chase,3.596139231300208e-05,None
consecrated,3.5965941724444606e-05,None
perpetrating,3.5965941724444606e-05,None
perpetuated,3.5965941724444606e-05,None
merry,3.5965941724444606e-05,None
ambellas,3.5965941724444606e-05,None
airbus,3.600804100336319e-05,None
beat,3.606693404157786e-05,None
56,3.6208105304166845e-05,None
130,3.6208105304166845e-05,None
operational,3.626911260134049e-05,None
besieged,3.633389540371186e-05,None
latino,3.658451716461508e-05,None
fidelity,3.670934781647304e-05,None
laughable,3.670934781647304e-05,None
golan,3.684678366308954e-05,None
folks,3.752090284209073e-05,None
ready,3.7690360877423925e-05,None
violating,3.772202509748684e-05,None
underway,3.7758572445406554e-05,None
cheap,3.785561172363082e-05,None
economies,3.786574539888612e-05,None
sure,3.8316793798273224e-05,None
decadeslong,3.836693941571514e-05,None
theaters,3.882538280469462e-05,None
highend,3.882538280469462e-05,None
wouldbe,3.882538280469462e-05,None
editorinchief,3.882538280469462e-05,None
merkels,3.882538280469462e-05,None
80000,3.882538280469462e-05,None
marylands,3.882538280469462e-05,None
parttime,3.882538280469462e-05,None
ang,3.882538280469462e-05,None
fata,3.882538280469462e-05,None
ssp,3.882538280469462e-05,None
goods,3.906494202961145e-05,None
killings,3.912153774401145e-05,None
pipelines,3.949496344317974e-05,None
chapter,3.9536323652396945e-05,None
tend,3.961891950202283e-05,None
geo,3.970725323621213e-05,None
blast,3.990433132769016e-05,None
restart,3.9988181230712184e-05,None
huffpost,3.9988181230712184e-05,None
quebec,3.9988181230712184e-05,None
abbas,4.0274165055289593e-05,None
benefit,4.0537098416078924e-05,None
tirelessly,4.074536248404523e-05,None
invoke,4.074536248404523e-05,None
praise,4.0825298018920254e-05,None
justin,4.0825990111437e-05,None
memorial,4.1215904766828255e-05,None
elsewhere,4.1415845219509985e-05,None
smaller,4.1552304352657054e-05,None
initial,4.1576324848695066e-05,None
lays,4.1785003471586205e-05,None
cinema,4.234957170650784e-05,None
someones,4.234957170650784e-05,None
macrons,4.234957170650784e-05,None
payments,4.254567068667427e-05,None
boeing,4.27996947528728e-05,None
13yearold,4.288325775964812e-05,None
samesex,4.288325775964812e-05,None
201718,4.288325775964812e-05,None
pences,4.288325775964812e-05,None
usmexico,4.288325775964812e-05,None
warfare,4.2894872503111175e-05,None
participants,4.293339877960307e-05,None
beg,4.2956418669727786e-05,None
unspeakable,4.2961382885524803e-05,None
swarm,4.2961382885524803e-05,None
abedin,4.2961382885524803e-05,None
minded,4.2961382885524803e-05,None
supporter,4.297232029008314e-05,None
anwar,4.302689716962448e-05,None
ted,4.305482780662767e-05,None
2nd,4.3076865774109596e-05,None
mercy,4.3289158682345535e-05,None
oped,4.335721770937615e-05,None
paintings,4.350470268741555e-05,None
tariq,4.350470268741555e-05,None
sdf,4.350470268741555e-05,None
prospects,4.389636529385623e-05,None
outrage,4.394409134317591e-05,None
coast,4.397624536577245e-05,None
detonate,4.422813049169654e-05,None
interfered,4.423199892915033e-05,None
abetting,4.4460763200270964e-05,None
theoretical,4.4460763200270964e-05,None
cripple,4.4460763200270964e-05,None
subversion,4.4460763200270964e-05,None
paddock,4.453193331948245e-05,None
passages,4.491356783684347e-05,None
designer,4.493879188629915e-05,None
reimpose,4.493879188629915e-05,None
solution,4.494903617631766e-05,None
blue,4.514298932822265e-05,None
thanked,4.596784566997541e-05,None
filing,4.60170731268431e-05,None
locally,4.609327201143445e-05,None
museums,4.612842989702388e-05,None
lebanese,4.6439358341123044e-05,None
screamed,4.650938778950566e-05,None
irrational,4.6664384124929814e-05,None
speech,4.675820926897274e-05,None
trying,4.6900503265616756e-05,None
among,4.6956180080342296e-05,None
closely,4.715915797387265e-05,None
colleagues,4.719234603158621e-05,None
daytoday,4.7367446047671545e-05,None
rtexas,4.7367446047671545e-05,None
googles,4.7367446047671545e-05,None
barisan,4.7367446047671545e-05,None
dining,4.7415889584198696e-05,None
curse,4.7620940011629714e-05,None
loser,4.7620940011629714e-05,None
104,4.7645198171152755e-05,None
pundits,4.782388380320009e-05,None
literal,4.784050308452032e-05,None
dislike,4.784050308452032e-05,None
fools,4.784050308452032e-05,None
bergoglio,4.784050308452032e-05,None
definitively,4.811238467158855e-05,None
eagerly,4.811238467158855e-05,None
mla,4.828727871386452e-05,None
matter,4.883290583223606e-05,None
returning,4.933289176481246e-05,None
canadians,4.958720750546552e-05,None
appeared,4.992476817673718e-05,None
anticipated,5.000780655118788e-05,None
transformed,5.0199470283502826e-05,None
plant,5.108358846548764e-05,None
rapper,5.132259321003188e-05,None
outlandish,5.136077197882022e-05,None
crush,5.1444668879939335e-05,None
anc,5.160319250145254e-05,None
begin,5.166594155180328e-05,None
meets,5.176991714554059e-05,None
houthi,5.180812435829123e-05,None
consecutive,5.180812435829123e-05,None
unarmed,5.2186443978056154e-05,None
harrys,5.2323018582593465e-05,None
closeddoor,5.2323018582593465e-05,None
myanmars,5.2323018582593465e-05,None
nasional,5.2323018582593465e-05,None
expressnews,5.2323018582593465e-05,None
munich,5.247309876773868e-05,None
avigdor,5.247309876773868e-05,None
continental,5.289849454011526e-05,None
obscure,5.289849454011526e-05,None
proper,5.2981937707156416e-05,None
brutally,5.313894667818273e-05,None
rebuke,5.313894667818273e-05,None
nakba,5.3250718212966056e-05,None
volunteer,5.333287962450718e-05,None
benefits,5.3521602182827716e-05,None
600,5.384417221432292e-05,None
louis,5.453199298032798e-05,None
annually,5.4891305257588094e-05,None
oval,5.4945758784548916e-05,None
exclusively,5.5393029972967166e-05,None
winner,5.5564008022310855e-05,None
filipino,5.5835810268672846e-05,None
manufacturer,5.660299213853141e-05,None
dictate,5.690470923258037e-05,None
musicians,5.6965619069395696e-05,None
asma,5.6965619069395696e-05,None
skills,5.698305270645965e-05,None
struck,5.714189735722024e-05,None
fascinating,5.739098003789932e-05,None
purging,5.744315217290187e-05,None
narcissistic,5.744315217290187e-05,None
boat,5.7520055585800196e-05,None
27yearold,5.7799848352134635e-05,None
tshirt,5.7799848352134635e-05,None
trudeaus,5.7799848352134635e-05,None
cbi,5.7799848352134635e-05,None
competitiveness,5.7799848352134635e-05,None
afghanistans,5.7799848352134635e-05,None
115,5.802985167750369e-05,None
2005,5.807491495603995e-05,None
sprays,5.814626472844342e-05,None
weekends,5.814626472844342e-05,None
whistle,5.8231513348183005e-05,None
eliminates,5.8231513348183005e-05,None
anarchist,5.86542586456532e-05,None
summarily,5.86542586456532e-05,None
offense,5.8710935146212994e-05,None
harming,5.8942292732464305e-05,None
interpretation,5.9746951172865033e-05,None
order,5.981949414909732e-05,None
lifting,6.00351170268152e-05,None
tayyip,6.00351170268152e-05,None
generals,6.012344339174134e-05,None
rent,6.059000833491559e-05,None
jewish,6.116517693729556e-05,None
executives,6.139288364541821e-05,None
negotiator,6.152795654493427e-05,None
ruthless,6.17766727711605e-05,None
operating,6.248009079650174e-05,None
strategies,6.252247683867308e-05,None
nz,6.288751708073364e-05,None
mac,6.320684718530747e-05,None
mitt,6.320684718530747e-05,None
boldly,6.339368223107877e-05,None
fateful,6.339368223107877e-05,None
transmit,6.339368223107877e-05,None
indifferent,6.339368223107877e-05,None
supervision,6.376797294928714e-05,None
root,6.377505603415349e-05,None
funds,6.381324958303446e-05,None
30yearold,6.385312699932577e-05,None
ankaras,6.385312699932577e-05,None
postbrexit,6.385312699932577e-05,None
hezbollahs,6.385312699932577e-05,None
labours,6.385312699932577e-05,None
apologised,6.385312699932577e-05,None
nadu,6.385312699932577e-05,None
bishop,6.414953354108834e-05,None
discover,6.450684352574465e-05,None
johannesburg,6.476405914312569e-05,None
cap,6.506288794243625e-05,None
syed,6.506288794243625e-05,None
nationals,6.507494633867975e-05,None
judging,6.556486528640772e-05,None
sale,6.563258301768492e-05,None
abusing,6.58347409224027e-05,None
catherine,6.584807047137325e-05,None
forecast,6.584807047137325e-05,None
minutes,6.621721168134454e-05,None
brazil,6.629563395537602e-05,None
celebrations,6.635827223154493e-05,None
cuts,6.645340809984824e-05,None
impulse,6.685369901116044e-05,None
induced,6.685369901116044e-05,None
v,6.688286538563022e-05,None
collective,6.695391392129392e-05,None
idf,6.73115539690922e-05,None
inadequate,6.736190274207476e-05,None
developers,6.736190274207476e-05,None
make,6.832610037015156e-05,None
went,6.85283567452199e-05,None
orwellian,6.873757925118878e-05,None
diligently,6.873757925118878e-05,None
carolina,6.87829767808703e-05,None
letting,6.898530733158727e-05,None
veiled,6.923788225576206e-05,None
mcdonalds,6.942753641382392e-05,None
javid,6.942753641382392e-05,None
lo,6.945861789513527e-05,None
ann,6.984778347182996e-05,None
washington,7.013414065206136e-05,None
markles,7.054393764917839e-05,None
bengal,7.054393764917839e-05,None
sharma,7.054393764917839e-05,None
tories,7.054393764917839e-05,None
farreaching,7.054393764917839e-05,None
telecom,7.05526765903077e-05,None
noon,7.100667898809842e-05,None
launches,7.100667898809842e-05,None
operators,7.100667898809842e-05,None
commitment,7.135924018222635e-05,None
archdiocese,7.159779029871345e-05,None
helsinki,7.159779029871345e-05,None
cut,7.189410959030974e-05,None
rejected,7.200131967239308e-05,None
throughout,7.214880912969594e-05,None
reflect,7.249921307198384e-05,None
accusers,7.27939088776941e-05,None
von,7.27939088776941e-05,None
lust,7.288043029244316e-05,None
grisly,7.288043029244316e-05,None
interests,7.322395419541321e-05,None
hit,7.324989022410033e-05,None
ronald,7.33078385797121e-05,None
brothers,7.353649683794147e-05,None
smooth,7.378438171286627e-05,None
grey,7.434974139634448e-05,None
behave,7.44735231202745e-05,None
boris,7.521734670554484e-05,None
planes,7.559633682080943e-05,None
corbyn,7.592379675135605e-05,None
vs,7.592379675135605e-05,None
shifted,7.629975585423399e-05,None
jerry,7.739120288033659e-05,None
panama,7.756808488304188e-05,None
motorcycle,7.771583795604605e-05,None
irrigation,7.793989019871861e-05,None
exwives,7.793989019871861e-05,None
siddaramaiah,7.793989019871861e-05,None
technical,7.822657522910834e-05,None
nigeria,7.824860617216688e-05,None
less,7.836683993496452e-05,None
declaration,7.846018783665685e-05,None
h,7.853785170013163e-05,None
accessible,7.853785170013163e-05,None
stakes,7.853785170013163e-05,None
efficient,7.864288008958961e-05,None
pedophilia,7.935185303340102e-05,None
thy,7.935185303340102e-05,None
travesty,7.935185303340102e-05,None
unconstitutionally,7.935185303340102e-05,None
sake,7.940252288411906e-05,None
migrants,8.012890166804466e-05,None
act,8.029447510412687e-05,None
developer,8.058817121386406e-05,None
procedures,8.059614371422506e-05,None
capitalism,8.065031277871879e-05,None
ambulance,8.072640306128888e-05,None
procedure,8.073057122319354e-05,None
afghan,8.131339893024921e-05,None
attorneys,8.163299509450448e-05,None
chairwoman,8.179392127273018e-05,None
proverbial,8.22722611559068e-05,None
frantically,8.22722611559068e-05,None
savior,8.22722611559068e-05,None
aclu,8.292498605450687e-05,None
magistrate,8.301464459133608e-05,None
obsession,8.310961419816469e-05,None
negotiators,8.384966736081383e-05,None
customer,8.395316654975011e-05,None
acquisitions,8.462811403202265e-05,None
internal,8.552077186341332e-05,None
neighbour,8.560627949796552e-05,None
nearly,8.576648036443844e-05,None
alltime,8.611582598944759e-05,None
alabadi,8.611582598944759e-05,None
mcconnells,8.611582598944759e-05,None
affecting,8.628828722353296e-05,None
cops,8.648501061523627e-05,None
presence,8.757897556380107e-05,None
suspended,8.769442538187037e-05,None
notification,8.83637356292899e-05,None
tenth,8.889725952667658e-05,None
travel,8.91264595264442e-05,None
remote,8.913701124954254e-05,None
oppressors,8.948281103688534e-05,None
defund,8.948281103688534e-05,None
promotes,8.984247562711508e-05,None
rick,8.992547994359451e-05,None
shareholder,8.998192323231248e-05,None
lp,8.998192323231248e-05,None
heritage,9.033298445483441e-05,None
fomenting,9.034083580079567e-05,None
infringement,9.034083580079567e-05,None
westerners,9.034083580079567e-05,None
adl,9.034083580079567e-05,None
87,9.09760950796138e-05,None
ecosystem,9.212305488740767e-05,None
faisal,9.212305488740767e-05,None
planted,9.257255568514755e-05,None
