Speaker	Truth-Rating	Statement	PolitiFact explanations	URL
Mitt Romney	1	Says that 500,000 federal workers -- one-fourth of the federal workforce -- make more than $100,000 a year.	Not quite that many	/truth-o-meter/statements/2011/sep/03/mitt-romney/mitt-romney-says-500000-federal-workers-earn-more-/	
Mitt Romney	1	Says he worked with the Democratic legislature to balance spending with revenues so that "at the end of my four-year term, the rainy day fund was established at more than $2 billion."	He was ready for a rainy day	/truth-o-meter/statements/2011/aug/16/mitt-romney/mitt-romney-said-governor-he-built-rainy-day-fund/	
Mitt Romney	1	Says that under President John F. Kennedy, "government took up" 27 percent of the economy, and today it "consumes 37 percent."	Technically right, but lacking important context	/truth-o-meter/statements/2011/aug/12/mitt-romney/romney-says-government-has-grown-27-percent-37-per/	
Mitt Romney	1	By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined.	By most measurements	/truth-o-meter/statements/2011/jul/10/mitt-romney/mitt-romney-says-barack-obama-will-add-more-debt-4/	
Mitt Romney	1	"Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''	Pay this bill and call me in the morning 	/truth-o-meter/statements/2010/mar/22/mitt-romney/romney-overstates-united-states-medical-costs-and-/	
Mitt Romney	1	"McCain opposes repeal of the death tax."	McCain wants to keep it on life support	/truth-o-meter/statements/2007/dec/31/mitt-romney/mccain-wants-to-keep-it-on-life-support/	
Mitt Romney	1	Mike Huckabee "supported taxpayer-funded scholarships for illegal aliens."	Huckabee wanted scholarship open to all	/truth-o-meter/statements/2007/dec/11/mitt-romney/huckabee-wanted-scholarship-open-to-all/	
Mitt Romney	1	"Mayor Giuliani's lawsuit killed the line-item veto."	Mostly guilty of killing the line item veto.	/truth-o-meter/statements/2007/nov/07/mitt-romney/mostly-guilty-of-killing-the-line-item-veto/	
Mitt Romney	1	Mitt Romney boasts that he is "proud to be the only major candidate for president to sign the tax pledge. The others have not."	Depends on the definition of 'major'	/truth-o-meter/statements/2007/oct/16/mitt-romney/depends-on-the-definition-of-major/	
Mitt Romney	1	"Took on the Olympics and turned them around"	The effort was Olympic.	/truth-o-meter/statements/2007/sep/18/mitt-romney/the-effort-was-olympic/	
Mitt Romney	1	"(McCain) was opposed to ethanol. Now he's for it."	McCain has come around to favor ethanol	/truth-o-meter/statements/2007/aug/23/mitt-romney/mccain-has-come-around-to-favor-ethanol/	
Mitt Romney	2	The United States stopped plans to build a missile defense shield in Eastern Europe "as a gift to Russia."	New defense systems still coming	/punditfact/statements/2014/mar/23/mitt-romney/romney-obama-stopped-missile-defense-shield-gift-r/	
Mitt Romney	2	The federal health care law tells "the American people precisely what type of coverage they have to have."	Not totally precise	/punditfact/statements/2014/jan/05/mitt-romney/mitt-romney-obamacare-tells-people-precisely-what-/	
Mitt Romney	2	"Obama's Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara."	Email was not approved -- especially not by Obama	/florida/statements/2012/nov/02/mitt-romney/romney-campaign-says-obamas-epa-sent-emails-che-gu/	
Mitt Romney	2	"Women in Barack Obama's White House are earning less than men."	Big-picture, yes; in identical jobs, not so much	/truth-o-meter/statements/2012/oct/29/mitt-romney/mitt-romney-says-women-white-house-employees-earn-/	
Mitt Romney	2	"Latin Americas economy is almost as big as the economy of China."	Depends on your definition of "almost as big"	/truth-o-meter/statements/2012/oct/23/mitt-romney/mitt-romney-says-latin-americas-economy-almost-big/	
Mitt Romney	2	Says President Obama waited two weeks to call the attack in Libya "terror."	Obama said it, then things got muddied	/truth-o-meter/statements/2012/oct/17/mitt-romney/romney-says-obama-waited-14-days-call-libya-attack/	
Mitt Romney	2	"Oil production is down 14 percent this year on federal land."	Number is right, but cherry-picked	/truth-o-meter/statements/2012/oct/16/mitt-romney/mitt-romney-says-oil-production-down-14-percent-ye/	
Mitt Romney	2	"Since President Obama took office, there are over 450,000 more unemployed women."	Number is cherry-picked	/truth-o-meter/statements/2012/oct/10/mitt-romney/mitt-romney-ad-says-under-barack-obama-there-are-4/	
Mitt Romney	2	"On Medicare for current retirees, he's cutting $716 billion from the program."	Reduces future spending, not current budget	/truth-o-meter/statements/2012/oct/03/mitt-romney/romney-says-obama-cut-716-billion-medicare/	
Mitt Romney	2	Says President Barack Obama is responsible for pending defense cuts.	Republicans responsible too	/florida/statements/2012/sep/21/mitt-romney/obama-blame-defense-sequestration-says-romney-ad/	
Mitt Romney	2	"Seven times Obama could have stopped China's cheating. Seven times, he refused."	Too narrow a look at Obama's actions	/truth-o-meter/statements/2012/sep/19/mitt-romney/romney-ad-accuses-obama-refusing-seven-times-stop-/	
Mitt Romney	2	"Under Obama, families have lost over $4,000 a year in income."	More blame goes to the recession	/truth-o-meter/statements/2012/sep/19/mitt-romney/romney-ad-faults-obama-falling-incomes/	
Mitt Romney	2	Under the "Obama economy ... utility bills are higher."	A mixed bag	/truth-o-meter/statements/2012/aug/31/mitt-romney/mitt-romney-says-utility-prices-have-risen-under-b/	
Mitt Romney	2	"The majority of Americans now doubt that our children will have a better future."	We are pessimistic, and long have been	/truth-o-meter/statements/2012/aug/30/mitt-romney/romney-says-majority-americans-now-pessimistic-abo/	
Mitt Romney	2	"Under the president's plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare."	Needs more explanation	/florida/statements/2012/aug/20/mitt-romney/romney-says-obama-cuts-716-medicare-pay-obamacare/	
Mitt Romney	2	Says Obama "refuses to recognize Jerusalem" as the capital of Israel.	Not a refusal but a longstanding policy	/truth-o-meter/statements/2012/aug/07/mitt-romney/romney-says-obama-rejects-jerusalem-capital-israel/	
Mitt Romney	2	"Under the Obama administrations bailout of General Motors, Ohio dealerships were forced to close."	Implication is that closures might not have occurred otherwise	/ohio/statements/2012/aug/02/mitt-romney/mitt-romney-ad-targets-obama-auto-bailouts-dealers/	
Mitt Romney	2	The Obama administration "has been outsourcing" by sending money to "solar and wind energy companies that end up making their products outside the United States."	It can't be "outsourcing" if there are no U.S. jobs	/truth-o-meter/statements/2012/jul/20/mitt-romney/romney-says-stimulus-money-solar-and-energy-was-ou/	
Mitt Romney	2	"When I was governor, not only did test scores improve  we also narrowed the achievement gap."	School reforms long predated Romney	/truth-o-meter/statements/2012/jul/18/mitt-romney/romney-says-achievement-gap-massachusetts-improved/	
Mitt Romney	2	"The median income in America has dropped by 10 percent in the last four years."	Arguably true at one time, but no longer	/wisconsin/statements/2012/jun/27/mitt-romney/romney-says-median-income-has-dropped-10-percent-l/	
Mitt Romney	2	As governor of Massachusetts, "Romney reduced unemployment to just 4.7 percent."	It did fall that far, but Romney doesn't get all the credit	/truth-o-meter/statements/2012/jun/11/mitt-romney/mitt-romney-says-massachusetts-unemployment-hit-47/	
Mitt Romney	2	"More Hispanics have fallen into poverty under Obama."	Recession, not Obama, mostly to blame	/truth-o-meter/statements/2012/jun/08/mitt-romney/romney-ad-says-more-hispanics-are-poverty-obama-to/	
Mitt Romney	2	National debt plus unfunded liabilities adds up to $520,000 per American household.	"Debt" vs. debt	/florida/statements/2012/may/22/mitt-romney/romney-says-debt-plus-unfunded-liabilities-equals-/	
Mitt Romney	2	"We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery."	500,000 not "normal," but pace under Obama is subpar	/truth-o-meter/statements/2012/may/07/mitt-romney/mitt-romney-says-500000-net-jobs-month-historicall/	
Mitt Romney	2	In the "Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans."	It's been double every single month back to at least January 2001	/truth-o-meter/statements/2012/apr/26/mitt-romney/mitt-romney-says-youth-unemployment-rate-double-wh/	
Mitt Romney	2	"The number of new businesses started per year has dropped by 100,000 during this presidents term."	Decline started before Obama became president	/rhode-island/statements/2012/apr/22/mitt-romney/mitt-romney-says-annual-new-business-startups-have/	
Mitt Romney	2	"Twenty-five or 24 million people" are "out of work or stopped looking for work."	Needs more revision	/georgia/statements/2012/feb/10/mitt-romney/romney-revises-claim-about-unemployed/	
Mitt Romney	2	"President Obama is shrinking our military."	Bipartisan budget bill tied Obama's hands	/truth-o-meter/statements/2012/feb/08/mitt-romney/mitt-romney-says-barack-obama-shrinking-our-milita/	
Mitt Romney	2	"I've never voted for a Democrat when there was a Republican on the ballot."	He chose an all-Democratic ballot instead of a GOP ballot in '92 Mass. primary	/truth-o-meter/statements/2012/jan/27/mitt-romney/mitt-romney-says-ive-never-voted-democrat-when-the/	
Mitt Romney	2	"(Newt Gingrich) voted in favor of establishing the Department of Education, and yet he gets in a debate and says we should get rid of the Department of Education and send all the education issues back to the states."	Voted to create it, didn't recently want to get rid of it	/truth-o-meter/statements/2012/jan/25/mitt-romney/mitt-romney-says-newt-gingrich-voted-education-dep/	
Mitt Romney	2	"When I was fighting against cap and trade, the speaker was sitting down with Nancy Pelosi on a sofa encouraging it."	A tale of two flips	/florida/statements/2012/jan/24/mitt-romney/mitt-romney-fought-cap-and-trade-newt-gingrich/	
Mitt Romney	2	"The median income in this country has declined 10 percent in the last four years."	Using outdated statistics; it's ticked up since then	/truth-o-meter/statements/2012/jan/24/mitt-romney/mitt-romney-says-us-median-income-has-declined-10-/	
Mitt Romney	2	"We have 25 million Americans out of work."	A broader number than the official unemployment level	/truth-o-meter/statements/2012/jan/23/mitt-romney/mitt-romney-says-there-are-25-million-americans-ou/	
Mitt Romney	2	"I didn't inherit money from my parents."	He got inheritance, but gave it away	/truth-o-meter/statements/2012/jan/20/mitt-romney/mitt-romney-says-he-didnt-inherit-money-his-parent/	
Mitt Romney	2	"In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April."	Except when they don't	/truth-o-meter/statements/2012/jan/18/mitt-romney/mitt-romney-says-presidential-candidates-tend-rele/	
Mitt Romney	2	"Since the passage of Obama's stimulus package, over 1 million additional jobs were lost and nearly 25 million Americans are out of work, are stuck in part-time work, or have given up looking."	Numbers are right but Obama and stimulus aren't to blame	/florida/statements/2012/jan/11/mitt-romney/romney-says-obamas-stimulus-package-over-1-million/	
Mitt Romney	2	"President Obama has raised taxes 19 times."	At least 13, many narrowly targeted	/truth-o-meter/statements/2012/jan/11/mitt-romney/mitt-romney-says-barack-obama-has-raised-taxes-19-/	
Mitt Romney	2	Barack Obamas recess appointment of Richard Cordray "is precisely what then-Sen. Obama claimed would be the wrong thing to do."	Precisely what he said if you ignore some of his words 	/ohio/statements/2012/jan/11/mitt-romney/mitt-romney-says-obama-once-criticized-appointment/	
Mitt Romney	2	"You can hire lots of bureaucrats. Thats what the presidents done. Hes added 135,000 people to the government workforce."	Are border patrol agents bureaucrats?	/truth-o-meter/statements/2012/jan/09/mitt-romney/mitt-romney-says-obama-hired-135000-bureaucrats/	
Mitt Romney	2	Solyndra"had robots that whistled Disney songs. I'm not kidding."	'Robots' were glorified forklifts with melody alarms	/florida/statements/2011/nov/17/mitt-romney/mitt-romney-says-failed-solar-company-solyndra-had/	
Mitt Romney	2	Says Rick Perry wrote a newspaper item saying he was "open to amnesty" for illegal immigrants in the United States.	One letter plus	/texas/statements/2011/oct/29/mitt-romney/mitt-romney-says-perry-wrote-opinion-article-sayin/	
